,Comunidades y Ciudades Autónomas,Provincias,Periodo,NumCompraVentas,TotalPoblación,PrecioVivienda
376,"03 Asturias, Principado de",33 Asturias,2020M01,737.0,1018899.0,112800.0
377,"03 Asturias, Principado de",33 Asturias,2019M07,780.0,1020039.0,111463.0
378,"03 Asturias, Principado de",33 Asturias,2019M01,772.0,1022205.0,108084.0
379,"03 Asturias, Principado de",33 Asturias,2018M07,849.0,1024192.0,107658.0
380,"03 Asturias, Principado de",33 Asturias,2018M01,939.0,1027624.0,104140.0
381,"03 Asturias, Principado de",33 Asturias,2017M07,709.0,1029953.0,103132.0
382,"03 Asturias, Principado de",33 Asturias,2017M01,603.0,1034277.0,101946.0
383,"03 Asturias, Principado de",33 Asturias,2016M07,527.0,1037011.0,102264.0
384,"03 Asturias, Principado de",33 Asturias,2016M01,507.0,1040925.0,100537.0
385,"03 Asturias, Principado de",33 Asturias,2015M07,434.0,1044043.0,102276.0
386,"03 Asturias, Principado de",33 Asturias,2015M01,497.0,1049875.0,97509.0
387,"03 Asturias, Principado de",33 Asturias,2014M07,453.0,1054060.0,98851.0
388,"03 Asturias, Principado de",33 Asturias,2014M01,436.0,1058975.0,97194.0
389,"03 Asturias, Principado de",33 Asturias,2013M07,308.0,1062935.0,100371.0
390,"03 Asturias, Principado de",33 Asturias,2013M01,794.0,1067802.0,102340.0
391,"03 Asturias, Principado de",33 Asturias,2012M07,510.0,1070686.0,111115.0
392,"03 Asturias, Principado de",33 Asturias,2012M01,750.0,1074304.0,119183.0
393,"03 Asturias, Principado de",33 Asturias,2011M07,598.0,1075114.0,134660.0
394,"03 Asturias, Principado de",33 Asturias,2011M01,956.0,1075877.0,138430.0
395,"03 Asturias, Principado de",33 Asturias,2010M07,928.0,1076165.0,139765.0
396,"03 Asturias, Principado de",33 Asturias,2010M01,875.0,1077103.0,142162.0
397,"03 Asturias, Principado de",33 Asturias,2009M07,786.0,1076430.0,144679.0
398,"03 Asturias, Principado de",33 Asturias,2009M01,667.0,1076280.0,144477.0
399,"03 Asturias, Principado de",33 Asturias,2008M07,1096.0,1074019.0,145396.0
400,"03 Asturias, Principado de",33 Asturias,2008M01,1318.0,1071081.0,147078.0
401,"03 Asturias, Principado de",33 Asturias,2007M07,1243.0,1068046.0,146732.0
402,"03 Asturias, Principado de",33 Asturias,2007M01,1855.0,1065291.0,138726.0
403,"04 Balears, Illes","07 Balears, Illes",2022M01,1425.0,1223961.0,152625.0
404,"04 Balears, Illes","07 Balears, Illes",2021M07,1106.0,1219392.0,147791.0
405,"04 Balears, Illes","07 Balears, Illes",2021M01,930.0,1219775.0,136265.0
406,"04 Balears, Illes","07 Balears, Illes",2020M07,728.0,1215103.0,138410.0
407,"04 Balears, Illes","07 Balears, Illes",2020M01,1280.0,1210725.0,134726.0
408,"04 Balears, Illes","07 Balears, Illes",2019M07,1271.0,1198081.0,133920.0
409,"04 Balears, Illes","07 Balears, Illes",2019M01,1402.0,1188220.0,127149.0
410,"04 Balears, Illes","07 Balears, Illes",2018M07,1614.0,1175745.0,126301.0
411,"04 Balears, Illes","07 Balears, Illes",2018M01,1641.0,1166923.0,118479.0
412,"04 Balears, Illes","07 Balears, Illes",2017M07,1328.0,1157977.0,118005.0
413,"04 Balears, Illes","07 Balears, Illes",2017M01,1325.0,1150935.0,109530.0
414,"04 Balears, Illes","07 Balears, Illes",2016M07,1117.0,1143276.0,108189.0
415,"04 Balears, Illes","07 Balears, Illes",2016M01,976.0,1135527.0,103795.0
416,"04 Balears, Illes","07 Balears, Illes",2015M07,974.0,1129743.0,102692.0
417,"04 Balears, Illes","07 Balears, Illes",2015M01,903.0,1124972.0,95424.0
418,"04 Balears, Illes","07 Balears, Illes",2014M07,714.0,1120470.0,94725.0
419,"04 Balears, Illes","07 Balears, Illes",2014M01,861.0,1115841.0,92840.0
420,"04 Balears, Illes","07 Balears, Illes",2013M07,621.0,1112736.0,94286.0
421,"04 Balears, Illes","07 Balears, Illes",2013M01,981.0,1110115.0,92688.0
422,"04 Balears, Illes","07 Balears, Illes",2012M07,585.0,1104322.0,100069.0
423,"04 Balears, Illes","07 Balears, Illes",2012M01,812.0,1100715.0,102879.0
424,"04 Balears, Illes","07 Balears, Illes",2011M07,628.0,1095456.0,116348.0
425,"04 Balears, Illes","07 Balears, Illes",2011M01,914.0,1091656.0,120820.0
426,"04 Balears, Illes","07 Balears, Illes",2010M07,1001.0,1087640.0,122719.0
427,"04 Balears, Illes","07 Balears, Illes",2010M01,794.0,1083683.0,124524.0
428,"04 Balears, Illes","07 Balears, Illes",2009M07,921.0,1078053.0,125190.0
429,"04 Balears, Illes","07 Balears, Illes",2009M01,675.0,1070164.0,127995.0
430,"04 Balears, Illes","07 Balears, Illes",2008M07,1017.0,1057440.0,137833.0
431,"04 Balears, Illes","07 Balears, Illes",2008M01,1380.0,1042855.0,139331.0
432,"04 Balears, Illes","07 Balears, Illes",2007M07,1467.0,1025216.0,141550.0
433,"04 Balears, Illes","07 Balears, Illes",2007M01,2595.0,1005184.0,134284.0
434,05 Canarias,"35 Palmas, Las",2022M01,1060.0,1153633.0,134345.0
435,05 Canarias,38 Santa Cruz de Tenerife,2022M01,972.0,1098831.0,134345.0
436,05 Canarias,"35 Palmas, Las",2021M07,989.0,1152184.0,128119.0
437,05 Canarias,38 Santa Cruz de Tenerife,2021M07,915.0,1094077.0,128119.0
438,05 Canarias,"35 Palmas, Las",2021M01,758.0,1152023.0,121160.0
439,05 Canarias,38 Santa Cruz de Tenerife,2021M01,688.0,1092346.0,121160.0
440,05 Canarias,"35 Palmas, Las",2020M07,569.0,1154982.0,119790.0
441,05 Canarias,38 Santa Cruz de Tenerife,2020M07,608.0,1089562.0,119790.0
442,05 Canarias,"35 Palmas, Las",2020M01,1500.0,1151178.0,119008.0
443,05 Canarias,38 Santa Cruz de Tenerife,2020M01,1480.0,1085815.0,119008.0
444,05 Canarias,"35 Palmas, Las",2019M07,1568.0,1144131.0,118096.0
445,05 Canarias,38 Santa Cruz de Tenerife,2019M07,959.0,1076084.0,118096.0
446,05 Canarias,"35 Palmas, Las",2019M01,975.0,1139383.0,116934.0
447,05 Canarias,38 Santa Cruz de Tenerife,2019M01,881.0,1067518.0,116934.0
448,05 Canarias,"35 Palmas, Las",2018M07,1019.0,1131683.0,113772.0
449,05 Canarias,38 Santa Cruz de Tenerife,2018M07,1079.0,1056632.0,113772.0
450,05 Canarias,"35 Palmas, Las",2018M01,1238.0,1126896.0,111167.0
451,05 Canarias,38 Santa Cruz de Tenerife,2018M01,1114.0,1050152.0,111167.0
452,05 Canarias,"35 Palmas, Las",2017M07,1056.0,1121900.0,107978.0
453,05 Canarias,38 Santa Cruz de Tenerife,2017M07,1100.0,1041190.0,107978.0
454,05 Canarias,"35 Palmas, Las",2017M01,881.0,1119150.0,106334.0
455,05 Canarias,38 Santa Cruz de Tenerife,2017M01,891.0,1035774.0,106334.0
456,05 Canarias,"35 Palmas, Las",2016M07,856.0,1113861.0,103321.0
457,05 Canarias,38 Santa Cruz de Tenerife,2016M07,768.0,1028389.0,103321.0
458,05 Canarias,"35 Palmas, Las",2016M01,927.0,1110884.0,102797.0
459,05 Canarias,38 Santa Cruz de Tenerife,2016M01,826.0,1024324.0,102797.0
460,05 Canarias,"35 Palmas, Las",2015M07,1008.0,1107344.0,100937.0
461,05 Canarias,38 Santa Cruz de Tenerife,2015M07,750.0,1020426.0,100937.0
462,05 Canarias,"35 Palmas, Las",2015M01,1276.0,1106236.0,97087.0
463,05 Canarias,38 Santa Cruz de Tenerife,2015M01,811.0,1019907.0,97087.0
464,05 Canarias,"35 Palmas, Las",2014M07,805.0,1102392.0,96716.0
465,05 Canarias,38 Santa Cruz de Tenerife,2014M07,776.0,1016031.0,96716.0
466,05 Canarias,"35 Palmas, Las",2014M01,728.0,1100714.0,95181.0
467,05 Canarias,38 Santa Cruz de Tenerife,2014M01,652.0,1014131.0,95181.0
468,05 Canarias,"35 Palmas, Las",2013M07,997.0,1098881.0,97316.0
469,05 Canarias,38 Santa Cruz de Tenerife,2013M07,604.0,1009581.0,97316.0
470,05 Canarias,"35 Palmas, Las",2013M01,879.0,1098235.0,99840.0
471,05 Canarias,38 Santa Cruz de Tenerife,2013M01,734.0,1006997.0,99840.0
472,05 Canarias,"35 Palmas, Las",2012M07,619.0,1092396.0,103315.0
473,05 Canarias,38 Santa Cruz de Tenerife,2012M07,646.0,1000430.0,103315.0
474,05 Canarias,"35 Palmas, Las",2012M01,600.0,1089051.0,113675.0
475,05 Canarias,38 Santa Cruz de Tenerife,2012M01,526.0,996877.0,113675.0
476,05 Canarias,"35 Palmas, Las",2011M07,502.0,1082604.0,121593.0
477,05 Canarias,38 Santa Cruz de Tenerife,2011M07,578.0,991381.0,121593.0
478,05 Canarias,"35 Palmas, Las",2011M01,1032.0,1077087.0,127156.0
479,05 Canarias,38 Santa Cruz de Tenerife,2011M01,947.0,987789.0,127156.0
480,05 Canarias,"35 Palmas, Las",2010M07,764.0,1070800.0,130380.0
481,05 Canarias,38 Santa Cruz de Tenerife,2010M07,609.0,982316.0,130380.0
482,05 Canarias,"35 Palmas, Las",2010M01,749.0,1066491.0,131541.0
483,05 Canarias,38 Santa Cruz de Tenerife,2010M01,690.0,978677.0,131541.0
484,05 Canarias,"35 Palmas, Las",2009M07,1143.0,1061052.0,134275.0
485,05 Canarias,38 Santa Cruz de Tenerife,2009M07,683.0,973113.0,134275.0
486,05 Canarias,"35 Palmas, Las",2009M01,957.0,1056361.0,135116.0
487,05 Canarias,38 Santa Cruz de Tenerife,2009M01,951.0,969125.0,135116.0
488,05 Canarias,"35 Palmas, Las",2008M07,1241.0,1048847.0,140081.0
489,05 Canarias,38 Santa Cruz de Tenerife,2008M07,927.0,961118.0,140081.0
490,05 Canarias,"35 Palmas, Las",2008M01,1784.0,1040110.0,141207.0
491,05 Canarias,38 Santa Cruz de Tenerife,2008M01,1393.0,951836.0,141207.0
492,05 Canarias,"35 Palmas, Las",2007M07,910.0,1027754.0,139186.0
493,05 Canarias,38 Santa Cruz de Tenerife,2007M07,1543.0,940212.0,139186.0
494,05 Canarias,"35 Palmas, Las",2007M01,2191.0,1016209.0,132560.0
495,05 Canarias,38 Santa Cruz de Tenerife,2007M01,2019.0,929862.0,132560.0
496,06 Cantabria,39 Cantabria,2022M01,741.0,584407.0,132760.0
497,06 Cantabria,39 Cantabria,2021M07,569.0,583494.0,126327.0
498,06 Cantabria,39 Cantabria,2021M01,560.0,583655.0,119634.0
499,06 Cantabria,39 Cantabria,2020M07,363.0,582326.0,118200.0
500,06 Cantabria,39 Cantabria,2020M01,534.0,582388.0,117236.0
501,06 Cantabria,39 Cantabria,2019M07,496.0,581877.0,116593.0
502,06 Cantabria,39 Cantabria,2019M01,651.0,581641.0,116109.0
503,06 Cantabria,39 Cantabria,2018M07,527.0,580971.0,113896.0
504,06 Cantabria,39 Cantabria,2018M01,676.0,581294.0,109851.0
505,06 Cantabria,39 Cantabria,2017M07,433.0,580927.0,107781.0
506,06 Cantabria,39 Cantabria,2017M01,489.0,581476.0,103888.0
507,06 Cantabria,39 Cantabria,2016M07,364.0,581421.0,103053.0
508,06 Cantabria,39 Cantabria,2016M01,355.0,582504.0,100898.0
509,06 Cantabria,39 Cantabria,2015M07,405.0,583549.0,102302.0
510,06 Cantabria,39 Cantabria,2015M01,363.0,585359.0,95965.0
511,06 Cantabria,39 Cantabria,2014M07,334.0,586240.0,97639.0
512,06 Cantabria,39 Cantabria,2014M01,369.0,587682.0,96287.0
513,06 Cantabria,39 Cantabria,2013M07,301.0,588538.0,95759.0
514,06 Cantabria,39 Cantabria,2013M01,558.0,590037.0,94951.0
515,06 Cantabria,39 Cantabria,2012M07,280.0,591083.0,101172.0
516,06 Cantabria,39 Cantabria,2012M01,462.0,592387.0,111154.0
517,06 Cantabria,39 Cantabria,2011M07,610.0,591564.0,119977.0
518,06 Cantabria,39 Cantabria,2011M01,778.0,590874.0,127916.0
519,06 Cantabria,39 Cantabria,2010M07,781.0,589603.0,133693.0
520,06 Cantabria,39 Cantabria,2010M01,762.0,588518.0,136215.0
521,06 Cantabria,39 Cantabria,2009M07,695.0,586778.0,143291.0
522,06 Cantabria,39 Cantabria,2009M01,570.0,584655.0,144775.0
523,06 Cantabria,39 Cantabria,2008M07,738.0,581160.0,153390.0
524,06 Cantabria,39 Cantabria,2008M01,959.0,577266.0,156021.0
525,06 Cantabria,39 Cantabria,2007M07,995.0,572557.0,153597.0
526,06 Cantabria,39 Cantabria,2007M01,1199.0,568190.0,147993.0
527,07 Castilla y León,05 Ávila,2022M01,120.0,159062.0,123547.0
528,07 Castilla y León,09 Burgos,2022M01,366.0,353021.0,123547.0
529,07 Castilla y León,24 León,2022M01,348.0,452219.0,123547.0
530,07 Castilla y León,34 Palencia,2022M01,153.0,157340.0,123547.0
531,07 Castilla y León,37 Salamanca,2022M01,291.0,326506.0,123547.0
532,07 Castilla y León,40 Segovia,2022M01,191.0,153812.0,123547.0
533,07 Castilla y León,42 Soria,2022M01,100.0,89176.0,123547.0
534,07 Castilla y León,47 Valladolid,2022M01,457.0,517758.0,123547.0
535,07 Castilla y León,49 Zamora,2022M01,119.0,167846.0,123547.0
536,07 Castilla y León,05 Ávila,2021M07,127.0,159173.0,120120.0
537,07 Castilla y León,09 Burgos,2021M07,348.0,353634.0,120120.0
538,07 Castilla y León,24 León,2021M07,344.0,453309.0,120120.0
539,07 Castilla y León,34 Palencia,2021M07,157.0,157686.0,120120.0
540,07 Castilla y León,37 Salamanca,2021M07,265.0,326483.0,120120.0
541,07 Castilla y León,40 Segovia,2021M07,202.0,153793.0,120120.0
542,07 Castilla y León,42 Soria,2021M07,87.0,89017.0,120120.0
543,07 Castilla y León,47 Valladolid,2021M07,546.0,517456.0,120120.0
544,07 Castilla y León,49 Zamora,2021M07,104.0,168641.0,120120.0
545,07 Castilla y León,05 Ávila,2021M01,109.0,158854.0,115202.0
546,07 Castilla y León,09 Burgos,2021M01,329.0,354297.0,115202.0
547,07 Castilla y León,24 León,2021M01,270.0,455098.0,115202.0
548,07 Castilla y León,34 Palencia,2021M01,159.0,158549.0,115202.0
549,07 Castilla y León,37 Salamanca,2021M01,173.0,327827.0,115202.0
550,07 Castilla y León,40 Segovia,2021M01,189.0,154056.0,115202.0
551,07 Castilla y León,42 Soria,2021M01,75.0,89420.0,115202.0
552,07 Castilla y León,47 Valladolid,2021M01,361.0,519091.0,115202.0
553,07 Castilla y León,49 Zamora,2021M01,76.0,169457.0,115202.0
554,07 Castilla y León,05 Ávila,2020M07,63.0,158095.0,115243.0
555,07 Castilla y León,09 Burgos,2020M07,224.0,355009.0,115243.0
556,07 Castilla y León,24 León,2020M07,253.0,456728.0,115243.0
557,07 Castilla y León,34 Palencia,2020M07,97.0,159317.0,115243.0
558,07 Castilla y León,37 Salamanca,2020M07,188.0,328822.0,115243.0
559,07 Castilla y León,40 Segovia,2020M07,155.0,153637.0,115243.0
560,07 Castilla y León,42 Soria,2020M07,46.0,89394.0,115243.0
561,07 Castilla y León,47 Valladolid,2020M07,300.0,519853.0,115243.0
562,07 Castilla y León,49 Zamora,2020M07,81.0,170549.0,115243.0
563,07 Castilla y León,05 Ávila,2020M01,124.0,158895.0,112962.0
564,07 Castilla y León,09 Burgos,2020M01,344.0,355693.0,112962.0
565,07 Castilla y León,24 León,2020M01,295.0,459236.0,112962.0
566,07 Castilla y León,34 Palencia,2020M01,99.0,159906.0,112962.0
567,07 Castilla y León,37 Salamanca,2020M01,233.0,331081.0,112962.0
568,07 Castilla y León,40 Segovia,2020M01,145.0,154205.0,112962.0
569,07 Castilla y León,42 Soria,2020M01,60.0,89892.0,112962.0
570,07 Castilla y León,47 Valladolid,2020M01,418.0,520737.0,112962.0
571,07 Castilla y León,49 Zamora,2020M01,82.0,171661.0,112962.0
572,07 Castilla y León,05 Ávila,2019M07,145.0,158849.0,112732.0
573,07 Castilla y León,09 Burgos,2019M07,346.0,355409.0,112732.0
574,07 Castilla y León,24 León,2019M07,316.0,460484.0,112732.0
575,07 Castilla y León,34 Palencia,2019M07,139.0,160227.0,112732.0
576,07 Castilla y León,37 Salamanca,2019M07,248.0,331385.0,112732.0
577,07 Castilla y León,40 Segovia,2019M07,159.0,154020.0,112732.0
578,07 Castilla y León,42 Soria,2019M07,36.0,89587.0,112732.0
579,07 Castilla y León,47 Valladolid,2019M07,459.0,520234.0,112732.0
580,07 Castilla y León,49 Zamora,2019M07,98.0,172535.0,112732.0
581,07 Castilla y León,05 Ávila,2019M01,156.0,159260.0,109751.0
582,07 Castilla y León,09 Burgos,2019M01,285.0,355429.0,109751.0
583,07 Castilla y León,24 León,2019M01,279.0,462496.0,109751.0
584,07 Castilla y León,34 Palencia,2019M01,125.0,160701.0,109751.0
585,07 Castilla y León,37 Salamanca,2019M01,282.0,332234.0,109751.0
586,07 Castilla y León,40 Segovia,2019M01,186.0,154095.0,109751.0
587,07 Castilla y León,42 Soria,2019M01,64.0,89501.0,109751.0
588,07 Castilla y León,47 Valladolid,2019M01,469.0,520385.0,109751.0
589,07 Castilla y León,49 Zamora,2019M01,89.0,173632.0,109751.0
590,07 Castilla y León,05 Ávila,2018M07,112.0,159251.0,108329.0
591,07 Castilla y León,09 Burgos,2018M07,300.0,355246.0,108329.0
592,07 Castilla y León,24 León,2018M07,285.0,463724.0,108329.0
593,07 Castilla y León,34 Palencia,2018M07,124.0,161168.0,108329.0
594,07 Castilla y León,37 Salamanca,2018M07,204.0,332682.0,108329.0
595,07 Castilla y León,40 Segovia,2018M07,135.0,153928.0,108329.0
596,07 Castilla y León,42 Soria,2018M07,53.0,89415.0,108329.0
597,07 Castilla y León,47 Valladolid,2018M07,462.0,520367.0,108329.0
598,07 Castilla y León,49 Zamora,2018M07,79.0,174587.0,108329.0
599,07 Castilla y León,05 Ávila,2018M01,116.0,160032.0,104579.0
600,07 Castilla y León,09 Burgos,2018M01,372.0,356080.0,104579.0
601,07 Castilla y León,24 León,2018M01,246.0,466108.0,104579.0
602,07 Castilla y León,34 Palencia,2018M01,113.0,161795.0,104579.0
603,07 Castilla y León,37 Salamanca,2018M01,269.0,333649.0,104579.0
604,07 Castilla y León,40 Segovia,2018M01,151.0,154387.0,104579.0
605,07 Castilla y León,42 Soria,2018M01,101.0,89738.0,104579.0
606,07 Castilla y León,47 Valladolid,2018M01,512.0,520835.0,104579.0
607,07 Castilla y León,49 Zamora,2018M01,87.0,175931.0,104579.0
608,07 Castilla y León,05 Ávila,2017M07,87.0,160519.0,102494.0
609,07 Castilla y León,09 Burgos,2017M07,235.0,356238.0,102494.0
610,07 Castilla y León,24 León,2017M07,199.0,467719.0,102494.0
611,07 Castilla y León,34 Palencia,2017M07,99.0,162202.0,102494.0
612,07 Castilla y León,37 Salamanca,2017M07,197.0,334344.0,102494.0
613,07 Castilla y León,40 Segovia,2017M07,137.0,154469.0,102494.0
614,07 Castilla y León,42 Soria,2017M07,31.0,89707.0,102494.0
615,07 Castilla y León,47 Valladolid,2017M07,344.0,521141.0,102494.0
616,07 Castilla y León,49 Zamora,2017M07,97.0,177001.0,102494.0
617,07 Castilla y León,05 Ávila,2017M01,84.0,161749.0,102339.0
618,07 Castilla y León,09 Burgos,2017M01,288.0,357616.0,102339.0
619,07 Castilla y León,24 León,2017M01,242.0,470327.0,102339.0
620,07 Castilla y León,34 Palencia,2017M01,123.0,163007.0,102339.0
621,07 Castilla y León,37 Salamanca,2017M01,214.0,336087.0,102339.0
622,07 Castilla y León,40 Segovia,2017M01,124.0,155307.0,102339.0
623,07 Castilla y León,42 Soria,2017M01,67.0,90010.0,102339.0
624,07 Castilla y León,47 Valladolid,2017M01,373.0,523207.0,102339.0
625,07 Castilla y León,49 Zamora,2017M01,97.0,178558.0,102339.0
626,07 Castilla y León,05 Ávila,2016M07,61.0,162611.0,101419.0
627,07 Castilla y León,09 Burgos,2016M07,218.0,358398.0,101419.0
628,07 Castilla y León,24 León,2016M07,201.0,472361.0,101419.0
629,07 Castilla y León,34 Palencia,2016M07,101.0,163592.0,101419.0
630,07 Castilla y León,37 Salamanca,2016M07,202.0,337080.0,101419.0
631,07 Castilla y León,40 Segovia,2016M07,110.0,155797.0,101419.0
632,07 Castilla y León,42 Soria,2016M07,70.0,90267.0,101419.0
633,07 Castilla y León,47 Valladolid,2016M07,291.0,524134.0,101419.0
634,07 Castilla y León,49 Zamora,2016M07,83.0,179820.0,101419.0
635,07 Castilla y León,05 Ávila,2016M01,78.0,163650.0,100247.0
636,07 Castilla y León,09 Burgos,2016M01,248.0,359872.0,100247.0
637,07 Castilla y León,24 León,2016M01,262.0,474896.0,100247.0
638,07 Castilla y León,34 Palencia,2016M01,107.0,164249.0,100247.0
639,07 Castilla y León,37 Salamanca,2016M01,214.0,338553.0,100247.0
640,07 Castilla y León,40 Segovia,2016M01,113.0,156359.0,100247.0
641,07 Castilla y León,42 Soria,2016M01,67.0,90745.0,100247.0
642,07 Castilla y León,47 Valladolid,2016M01,284.0,524820.0,100247.0
643,07 Castilla y León,49 Zamora,2016M01,79.0,181311.0,100247.0
644,07 Castilla y León,05 Ávila,2015M07,64.0,164505.0,100230.0
645,07 Castilla y León,09 Burgos,2015M07,330.0,361129.0,100230.0
646,07 Castilla y León,24 León,2015M07,238.0,477199.0,100230.0
647,07 Castilla y León,34 Palencia,2015M07,114.0,164868.0,100230.0
648,07 Castilla y León,37 Salamanca,2015M07,143.0,339982.0,100230.0
649,07 Castilla y León,40 Segovia,2015M07,171.0,157120.0,100230.0
650,07 Castilla y León,42 Soria,2015M07,27.0,91165.0,100230.0
651,07 Castilla y León,47 Valladolid,2015M07,368.0,525831.0,100230.0
652,07 Castilla y León,49 Zamora,2015M07,71.0,182617.0,100230.0
653,07 Castilla y León,05 Ávila,2015M01,117.0,165741.0,98540.0
654,07 Castilla y León,09 Burgos,2015M01,255.0,362913.0,98540.0
655,07 Castilla y León,24 León,2015M01,206.0,480331.0,98540.0
656,07 Castilla y León,34 Palencia,2015M01,106.0,165806.0,98540.0
657,07 Castilla y León,37 Salamanca,2015M01,222.0,342001.0,98540.0
658,07 Castilla y León,40 Segovia,2015M01,89.0,157938.0,98540.0
659,07 Castilla y León,42 Soria,2015M01,64.0,91780.0,98540.0
660,07 Castilla y León,47 Valladolid,2015M01,301.0,527395.0,98540.0
661,07 Castilla y León,49 Zamora,2015M01,87.0,184174.0,98540.0
662,07 Castilla y León,05 Ávila,2014M07,63.0,166368.0,98509.0
663,07 Castilla y León,09 Burgos,2014M07,262.0,363756.0,98509.0
664,07 Castilla y León,24 León,2014M07,194.0,481955.0,98509.0
665,07 Castilla y León,34 Palencia,2014M07,79.0,166524.0,98509.0
666,07 Castilla y León,37 Salamanca,2014M07,167.0,343071.0,98509.0
667,07 Castilla y León,40 Segovia,2014M07,109.0,158472.0,98509.0
668,07 Castilla y León,42 Soria,2014M07,72.0,92139.0,98509.0
669,07 Castilla y León,47 Valladolid,2014M07,255.0,527800.0,98509.0
670,07 Castilla y León,49 Zamora,2014M07,66.0,185252.0,98509.0
671,07 Castilla y León,05 Ávila,2014M01,116.0,167331.0,97711.0
672,07 Castilla y León,09 Burgos,2014M01,210.0,365296.0,97711.0
673,07 Castilla y León,24 León,2014M01,215.0,484532.0,97711.0
674,07 Castilla y León,34 Palencia,2014M01,87.0,167301.0,97711.0
675,07 Castilla y León,37 Salamanca,2014M01,173.0,344395.0,97711.0
676,07 Castilla y León,40 Segovia,2014M01,93.0,159127.0,97711.0
677,07 Castilla y León,42 Soria,2014M01,67.0,92630.0,97711.0
678,07 Castilla y León,47 Valladolid,2014M01,314.0,528675.0,97711.0
679,07 Castilla y León,49 Zamora,2014M01,77.0,186401.0,97711.0
680,07 Castilla y León,05 Ávila,2013M07,92.0,168237.0,101331.0
681,07 Castilla y León,09 Burgos,2013M07,200.0,366989.0,101331.0
682,07 Castilla y León,24 León,2013M07,262.0,486764.0,101331.0
683,07 Castilla y León,34 Palencia,2013M07,73.0,167880.0,101331.0
684,07 Castilla y León,37 Salamanca,2013M07,106.0,345721.0,101331.0
685,07 Castilla y León,40 Segovia,2013M07,68.0,160204.0,101331.0
686,07 Castilla y León,42 Soria,2013M07,45.0,93017.0,101331.0
687,07 Castilla y León,47 Valladolid,2013M07,215.0,529885.0,101331.0
688,07 Castilla y León,49 Zamora,2013M07,79.0,187622.0,101331.0
689,07 Castilla y León,05 Ávila,2013M01,167.0,169458.0,103543.0
690,07 Castilla y León,09 Burgos,2013M01,235.0,368701.0,103543.0
691,07 Castilla y León,24 León,2013M01,352.0,489239.0,103543.0
692,07 Castilla y León,34 Palencia,2013M01,183.0,168749.0,103543.0
693,07 Castilla y León,37 Salamanca,2013M01,225.0,347249.0,103543.0
694,07 Castilla y León,40 Segovia,2013M01,130.0,161374.0,103543.0
695,07 Castilla y León,42 Soria,2013M01,157.0,93575.0,103543.0
696,07 Castilla y León,47 Valladolid,2013M01,425.0,531141.0,103543.0
697,07 Castilla y León,49 Zamora,2013M01,124.0,189042.0,103543.0
698,07 Castilla y León,05 Ávila,2012M07,106.0,170196.0,114622.0
699,07 Castilla y León,09 Burgos,2012M07,238.0,370367.0,114622.0
700,07 Castilla y León,24 León,2012M07,156.0,490667.0,114622.0
701,07 Castilla y León,34 Palencia,2012M07,64.0,169491.0,114622.0
702,07 Castilla y León,37 Salamanca,2012M07,156.0,348349.0,114622.0
703,07 Castilla y León,40 Segovia,2012M07,160.0,161988.0,114622.0
704,07 Castilla y León,42 Soria,2012M07,40.0,94019.0,114622.0
705,07 Castilla y León,47 Valladolid,2012M07,373.0,531821.0,114622.0
706,07 Castilla y León,49 Zamora,2012M07,63.0,190074.0,114622.0
707,07 Castilla y León,05 Ávila,2012M01,153.0,171365.0,124211.0
708,07 Castilla y León,09 Burgos,2012M01,255.0,372190.0,124211.0
709,07 Castilla y León,24 León,2012M01,343.0,492823.0,124211.0
710,07 Castilla y León,34 Palencia,2012M01,89.0,170301.0,124211.0
711,07 Castilla y León,37 Salamanca,2012M01,304.0,349625.0,124211.0
712,07 Castilla y León,40 Segovia,2012M01,111.0,162937.0,124211.0
713,07 Castilla y León,42 Soria,2012M01,48.0,94463.0,124211.0
714,07 Castilla y León,47 Valladolid,2012M01,353.0,532644.0,124211.0
715,07 Castilla y León,49 Zamora,2012M01,105.0,191306.0,124211.0
716,07 Castilla y León,05 Ávila,2011M07,85.0,172006.0,136330.0
717,07 Castilla y León,09 Burgos,2011M07,202.0,372676.0,136330.0
718,07 Castilla y León,24 León,2011M07,173.0,493434.0,136330.0
719,07 Castilla y León,34 Palencia,2011M07,101.0,170819.0,136330.0
720,07 Castilla y León,37 Salamanca,2011M07,139.0,350206.0,136330.0
721,07 Castilla y León,40 Segovia,2011M07,46.0,163250.0,136330.0
722,07 Castilla y León,42 Soria,2011M07,47.0,94674.0,136330.0
723,07 Castilla y León,47 Valladolid,2011M07,251.0,532280.0,136330.0
724,07 Castilla y León,49 Zamora,2011M07,90.0,192019.0,136330.0
725,07 Castilla y León,05 Ávila,2011M01,248.0,172771.0,138792.0
726,07 Castilla y León,09 Burgos,2011M01,416.0,373252.0,138792.0
727,07 Castilla y León,24 León,2011M01,502.0,494211.0,138792.0
728,07 Castilla y León,34 Palencia,2011M01,182.0,171305.0,138792.0
729,07 Castilla y León,37 Salamanca,2011M01,431.0,350819.0,138792.0
730,07 Castilla y León,40 Segovia,2011M01,168.0,163423.0,138792.0
731,07 Castilla y León,42 Soria,2011M01,96.0,94898.0,138792.0
732,07 Castilla y León,47 Valladolid,2011M01,566.0,531881.0,138792.0
733,07 Castilla y León,49 Zamora,2011M01,201.0,192726.0,138792.0
734,07 Castilla y León,05 Ávila,2010M07,226.0,172984.0,143193.0
